date,canton,region,y
2020-07-12,LU,6,0.853102920479894
2020-07-12,NE,2,0.261806396387906
2020-07-12,NW,6,0.0652240782514754
2020-07-12,OW,6,0.0382426905492074
2020-07-12,SG,5,1.35413162602526
2020-07-12,SH,5,0.161676077851712
2020-07-12,SO,2,0.374632456423483
2020-07-12,SZ,6,0.38032713479745
2020-07-12,TG,5,0.661884768508133
2020-07-12,TI,7,0.88330366940568
2020-07-12,UR,6,0.090719727420472
2020-07-12,VD,1,1.38699722753906
2020-07-12,VS,1,0.897879884399204
2020-07-12,ZG,6,0.100555206862129
2020-07-12,ZH,4,2.59518969946012
2021-07-12,AG,3,1.68303004289019
2021-07-12,AI,5,0.0206793344033914
2021-07-12,AR,5,0.205044840462207
2021-07-12,BE,2,2.67162260587127
2021-07-12,BL,3,0.669875801852871
2021-07-12,BS,3,0.539611698357468
2021-07-12,FR,2,0.785735603695842
2021-07-12,GE,1,3.62224659980376
2021-07-12,GL,5,0.0523932340125086
2021-07-12,GR,5,0.3793700591582
2021-07-12,JU,2,0.231498740076885
2021-07-12,LU,6,1.79929280333904
2021-07-12,NE,2,0.673398263135627
2021-07-12,NW,6,0.0929365871560676
2021-07-12,OW,6,0.0602331089297714
2021-07-12,SG,5,2.36442364699413
2021-07-12,SH,5,0.341469628882604
2021-07-12,SO,2,0.900156659262789
2021-07-12,SZ,6,0.723165804774497
2021-07-12,TG,5,1.2425238402588
2021-07-12,TI,7,2.7650702338249
2021-07-12,UR,6,0.133176448638244
2021-07-12,VD,1,3.67866863667085
2021-07-12,VS,1,1.6360471840953
2021-07-12,ZG,6,0.233784130187631
2021-07-12,ZH,4,5.79660223032223
2022-07-12,AG,3,2.02816663424658
2022-07-12,AI,5,0.0217856104593988
2022-07-12,AR,5,0.277768099765909
2022-07-12,BE,2,3.5245019215271
2022-07-12,BL,3,0.696286233629596
2022-07-12,BS,3,0.543725478877241
2022-07-12,FR,2,0.763785520336081
2022-07-12,GE,1,3.45882750081035
2022-07-12,GL,5,0.0436992748197938
2022-07-12,GR,5,0.382865891495183
2022-07-12,JU,2,0.345760021969194
2022-07-12,LU,6,2.05715733254827
2022-07-12,NE,2,0.441993899175379
2022-07-12,NW,6,0.0941995040695628
2022-07-12,OW,6,0.147780075781829
2022-07-12,SG,5,2.46949598458406
2022-07-12,SH,5,0.416485718737783
2022-07-12,SO,2,1.07061480678955
2022-07-12,SZ,6,0.834065573865118
2022-07-12,TG,5,1.39661458458666
2022-07-12,TI,7,2.65183220833413
2022-07-12,UR,6,0.115735272361269
2022-07-12,VD,1,3.79711262106023
2022-07-12,VS,1,1.7431076857689
2022-07-12,ZG,6,0.578936777231916
2022-07-12,ZH,4,7.1485142553969
2020-06-12,AG,3,2.86321865391173
2020-06-12,AI,5,0.036230638734777
2020-06-12,AR,5,0.27104468256039
2020-06-12,BE,2,3.35616743242573
2020-06-12,BL,3,1.09616958788225
2020-06-12,BS,3,0.645893303367206
2020-06-12,FR,2,0.974577513859515
2020-06-12,GE,1,3.30433066505945
2020-06-12,GL,5,0.0607104719429654
2020-06-12,GR,5,0.418916784845993
2020-06-12,JU,2,0.304957819808636
2020-06-12,LU,6,2.48659685859815
2020-06-12,NE,2,0.751163791641861
2020-06-12,NW,6,0.127547559424421
2020-06-12,OW,6,0.072025815885738
2020-06-12,SG,5,3.07865152444038
2020-06-12,SH,5,0.367476710451298
2020-06-12,SO,2,1.20838748978863
2020-06-12,SZ,6,0.956747868255969
2020-06-12,TG,5,1.55292414666085
2020-06-12,TI,7,3.00972954714576
2020-06-12,UR,6,0.206362190073679
2020-06-12,VD,1,4.03983037095253
2020-06-12,VS,1,2.04483987871972
2020-06-12,ZG,6,0.249815930349361
2020-06-12,ZH,4,6.64320612162496
2021-06-12,AG,3,1.60694409597836
2021-06-12,AI,5,0.0321849969880117
2021-06-12,AR,5,0.195346030168708
2021-06-12,BE,2,2.504239318377
2021-06-12,BL,3,0.648952890916086
2021-06-12,BS,3,0.401391805710262
2021-06-12,FR,2,0.779470360998475
2021-06-12,GE,1,1.99679538651322
2021-06-12,GL,5,0.05613734210861
2021-06-12,GR,5,0.34521217057013
2021-06-12,JU,2,0.22442405574845
2021-06-12,LU,6,1.78530516636753
2021-06-12,NE,2,0.496527630505458
2021-06-12,NW,6,0.0958352262238788
2021-06-12,OW,6,0.0661999507936242
2021-06-12,SG,5,2.37930961928334
2021-06-12,SH,5,0.39837725240791
2021-06-12,SO,2,0.86648004970935
2021-06-12,SZ,6,0.808499044708109
2021-06-12,TG,5,1.43435171676833
2021-06-12,TI,7,1.75555945913275
2021-06-12,UR,6,0.147305845585784
2021-06-12,VD,1,3.05819148723747
2021-06-12,VS,1,1.45779106308066
2021-06-12,ZG,6,0.225955611732537
2021-06-12,ZH,4,4.41781024250053
2022-06-12,AG,3,0.698759984371472
2022-06-12,AI,5,0.0138380449526131
2022-06-12,AR,5,0.0850939710237988
2022-06-12,BE,2,1.14401005537188
2022-06-12,BL,3,0.235552213866525
2022-06-12,BS,3,0.153214338730223
2022-06-12,FR,2,0.342038626797428
2022-06-12,GE,1,0.859910532146313
2022-06-12,GL,5,0.0197296992048718
2022-06-12,GR,5,0.13660414220222
2022-06-12,JU,2,0.113790184513414
2022-06-12,LU,6,0.730219342587171
2022-06-12,NE,2,0.149627654695897
2022-06-12,NW,6,0.0469041467639935
2022-06-12,OW,6,0.0625772393620759
2022-06-12,SG,5,1.01889786967925
2022-06-12,SH,5,0.152263528725272
2022-06-12,SO,2,0.379054819432506
2022-06-12,SZ,6,0.335948821860447
2022-06-12,TG,5,0.568258178374831
2022-06-12,TI,7,0.774392456000866
2022-06-12,UR,6,0.05866630875275
2022-06-12,VD,1,1.25920413357053
2022-06-12,VS,1,0.726213252656922
2022-06-12,ZG,6,0.201908498893158
2022-06-12,ZH,4,2.39314923064453
2020-03-12,AG,3,2.80778815367253
2020-03-12,AI,5,0.0346599225363184
2020-03-12,AR,5,0.249653807061861
2020-03-12,BE,2,3.29877735505936
2020-03-12,BL,3,1.21304442248174
2020-03-12,BS,3,0.716082896801044
2020-03-12,FR,2,0.908832213154749
2020-03-12,GE,1,4.10167492270371
2020-03-12,GL,5,0.0585178915402804
2020-03-12,GR,5,0.448637037941435
2020-03-12,JU,2,0.259637312113844
2020-03-12,LU,6,2.23817464027828
2020-03-12,NE,2,0.6658274188911
2020-03-12,NW,6,0.126648049300298
2020-03-12,OW,6,0.0663902694354719
2020-03-12,SG,5,3.08536397678587
2020-03-12,SH,5,0.407422478723541
2020-03-12,SO,2,1.10625177667445
2020-03-12,SZ,6,0.866956629518256
2020-03-12,TG,5,1.55722902902675
2020-03-12,TI,7,2.31804150588772
2020-03-12,UR,6,0.190479981930851
2020-03-12,VD,1,4.0611660305488
2020-03-12,VS,1,1.92448095984756
2020-03-12,ZG,6,0.275670678684148
2020-03-12,ZH,4,7.12629474976225
2021-03-12,AG,3,1.71683196512961
2021-03-12,AI,5,0.0264938430333374
2021-03-12,AR,5,0.166151307150138
2021-03-12,BE,2,2.84208701903234
2021-03-12,BL,3,0.955667829543591
2021-03-12,BS,3,0.521104189443145
2021-03-12,FR,2,0.815730369894031
2021-03-12,GE,1,3.10687272452966
2021-03-12,GL,5,0.0572310868960184
2021-03-12,GR,5,0.411024435241472
2021-03-12,JU,2,0.24628563702373
2021-03-12,LU,6,1.86718095097424
2021-03-12,NE,2,0.569154947283949
2021-03-12,NW,6,0.0901452470756356
2021-03-12,OW,6,0.0536651577753093
2021-03-12,SG,5,2.39638033993236
2021-03-12,SH,5,0.330494978804867
2021-03-12,SO,2,1.0495838136611
2021-03-12,SZ,6,0.736149765451658
2021-03-12,TG,5,1.30071631041765
2021-03-12,TI,7,2.4066438405171
2021-03-12,UR,6,0.147748356008187
2021-03-12,VD,1,3.48720612496141
2021-03-12,VS,1,1.54022997157004
2021-03-12,ZG,6,0.211505884231434
2021-03-12,ZH,4,5.37021720099337
2022-03-12,AG,3,1.61873288691289
2022-03-12,AI,5,0.0217707295779374
2022-03-12,AR,5,0.208281040577904
2022-03-12,BE,2,2.58413085492148
2022-03-12,BL,3,0.542743340700792
2022-03-12,BS,3,0.418877624631621
2022-03-12,FR,2,0.804420899983414
2022-03-12,GE,1,2.09662887062447
2022-03-12,GL,5,0.061254015718448
2022-03-12,GR,5,0.363620212539949
2022-03-12,JU,2,0.235187240668578
2022-03-12,LU,6,1.87866115941952
2022-03-12,NE,2,0.435453360170977
2022-03-12,NW,6,0.0919070651202293
2022-03-12,OW,6,0.0678172676471854
2022-03-12,SG,5,2.49423662481997
2022-03-12,SH,5,0.385849508228182
2022-03-12,SO,2,0.91148140165701
2022-03-12,SZ,6,0.821131738262353
2022-03-12,TG,5,1.39919406790734
2022-03-12,TI,7,1.68577399911123
2022-03-12,UR,6,0.135769638033954
2022-03-12,VD,1,3.13424414796707
2022-03-12,VS,1,1.60456785417028
2022-03-12,ZG,6,0.228167380640264
2022-03-12,ZH,4,4.83467189929628
2020-05-12,AG,3,2.19950745300529
2020-05-12,AI,5,0.025525802534063
2020-05-12,AR,5,0.198048084960372
2020-05-12,BE,2,2.7857362537554
2020-05-12,BL,3,1.02763020588205
2020-05-12,BS,3,0.624707235789842
2020-05-12,FR,2,0.696622619871051
2020-05-12,GE,1,3.30199436667002
2020-05-12,GL,5,0.0513214189451486
2020-05-12,GR,5,0.266656780540014
2020-05-12,JU,2,0.229242720126917
2020-05-12,LU,6,1.70262463935547
2020-05-12,NE,2,0.586467286455641
2020-05-12,NW,6,0.0827835183758542
2020-05-12,OW,6,0.0550921559870229
2020-05-12,SG,5,2.2314989985343
2020-05-12,SH,5,0.318625517828731
2020-05-12,SO,2,0.865257076214514
2020-05-12,SZ,6,0.662060597870663
2020-05-12,TG,5,1.16082427661676
2020-05-12,TI,7,2.67209017883088
2020-05-12,UR,6,0.152504755645803
2020-05-12,VD,1,3.12034971230576
2020-05-12,VS,1,1.49307128341263
2020-05-12,ZG,6,0.193971898246397
2020-05-12,ZH,4,5.43120179443694
2021-05-12,AG,3,2.0702117816113
2021-05-12,AI,5,0.0235442956868427
2021-05-12,AR,5,0.247533673055764
2021-05-12,BE,2,3.12578397525416
2021-05-12,BL,3,1.01691949564918
2021-05-12,BS,3,0.589015833206967
2021-05-12,FR,2,0.906912187844092
2021-05-12,GE,1,3.73559740671192
2021-05-12,GL,5,0.0651187372748149
2021-05-12,GR,5,0.422478014740978
2021-05-12,JU,2,0.289278853178398
2021-05-12,LU,6,2.0379480725924
2021-05-12,NE,2,0.695046029640437
2021-05-12,NW,6,0.0915279942451089
2021-05-12,OW,6,0.0736764189215154
2021-05-12,SG,5,2.66915120474226
2021-05-12,SH,5,0.400624657110715
2021-05-12,SO,2,1.07909377640537
2021-05-12,SZ,6,0.843642987494064
2021-05-12,TG,5,1.61044071151964
2021-05-12,TI,7,3.02783213944348
2021-05-12,UR,6,0.168842005479634
2021-05-12,VD,1,4.13087003732442
2021-05-12,VS,1,1.77038982391754
2021-05-12,ZG,6,0.264213966367493
2021-05-12,ZH,4,6.26560845376923
2022-05-12,AG,3,1.73243065332039
2022-05-12,AI,5,0.0161567212455758
2022-05-12,AR,5,0.235322343408161
2022-05-12,BE,2,3.25304605671581
2022-05-12,BL,3,0.683743216966263
2022-05-12,BS,3,0.519594563179106
2022-05-12,FR,2,0.718387475416833
2022-05-12,GE,1,2.83647966793642
2022-05-12,GL,5,0.0603337506807073
2022-05-12,GR,5,0.304504344526209
2022-05-12,JU,2,0.291038321610129
2022-05-12,LU,6,1.83142415083337
2022-05-12,NE,2,0.396445479032942
2022-05-12,NW,6,0.0813075698961757
2022-05-12,OW,6,0.136912333089327
2022-05-12,SG,5,2.20155670702337
2022-05-12,SH,5,0.358616711949646
2022-05-12,SO,2,1.03783653255381
2022-05-12,SZ,6,0.740170736263369
2022-05-12,TG,5,1.23172736915645
2022-05-12,TI,7,2.24802969982713
2022-05-12,UR,6,0.12183251773898
2022-05-12,VD,1,3.35595910008527
2022-05-12,VS,1,1.53186769939305
2022-05-12,ZG,6,0.555882375826867
2022-05-12,ZH,4,6.1794598981724
2020-11-12,AG,3,2.22550161170324
2020-11-12,AI,5,0.0289393984208651
2020-11-12,AR,5,0.210314238908095
2020-11-12,BE,2,2.67283343969966
2020-11-12,BL,3,0.92582343856859
2020-11-12,BS,3,0.545869892216248
2020-11-12,FR,2,0.712949296447001
2020-11-12,GE,1,2.56529792462573
2020-11-12,GL,5,0.0475467658818371
2020-11-12,GR,5,0.323579284946782
2020-11-12,JU,2,0.222292956882329
2020-11-12,LU,6,1.77511607019009
2020-11-12,NE,2,0.513466772834185
2020-11-12,NW,6,0.0807221246913152
2020-11-12,OW,6,0.0670050848011114
2020-11-12,SG,5,2.27324182904407
2020-11-12,SH,5,0.31160174177898
2020-11-12,SO,2,0.899550459144311
2020-11-12,SZ,6,0.695434498967006
2020-11-12,TG,5,1.21021783820838
2020-11-12,TI,7,2.02849871286445
2020-11-12,UR,6,0.150428481079803
2020-11-12,VD,1,3.06930868049552
2020-11-12,VS,1,1.31676025024583
2020-11-12,ZG,6,0.233283271045814
2020-11-12,ZH,4,5.33643055123754
2021-11-12,AG,3,2.05621748740334
2021-11-12,AI,5,0.026543184903446
2021-11-12,AR,5,0.238169682595145
2021-11-12,BE,2,3.30118649144752
2021-11-12,BL,3,0.779666945274623
2021-11-12,BS,3,0.552351299296948
2021-11-12,FR,2,0.958127482608293
2021-11-12,GE,1,3.40721003064455
2021-11-12,GL,5,0.0654002992161492
2021-11-12,GR,5,0.397433491241546
2021-11-12,JU,2,0.317918675959318
2021-11-12,LU,6,2.18031581514588
2021-11-12,NE,2,0.669419193753294
2021-11-12,NW,6,0.100809356653403
2021-11-12,OW,6,0.0631889219105656
2021-11-12,SG,5,2.63162397130963
2021-11-12,SH,5,0.401218717562738
2021-11-12,SO,2,1.06492052001773
2021-11-12,SZ,6,0.881732561605077
2021-11-12,TG,5,1.4583056282975
2021-11-12,TI,7,2.82704362268136
2021-11-12,UR,6,0.167904901549713
2021-11-12,VD,1,4.0269317795427
2021-11-12,VS,1,1.85906303853494
2021-11-12,ZG,6,0.257519919322753
2021-11-12,ZH,4,5.90648030941989
2022-11-12,AG,3,1.84236394832031
2022-11-12,AI,5,0.0242558367819809
2022-11-12,AR,5,0.232517688854843
2022-11-12,BE,2,2.93775973036657
2022-11-12,BL,3,0.618049607744468
2022-11-12,BS,3,0.586666611946794
2022-11-12,FR,2,0.770574726701745
2022-11-12,GE,1,1.8986927838772
2022-11-12,GL,5,0.0645591378114399
2022-11-12,GR,5,0.321751677742043
2022-11-12,JU,2,0.314385641418681
2022-11-12,LU,6,1.88021386191937
2022-11-12,NE,2,0.335531765577386
2022-11-12,NW,6,0.111828649375524
2022-11-12,OW,6,0.180872023334695
2022-11-12,SG,5,2.51248410991086
2022-11-12,SH,5,0.378862934382084
2022-11-12,SO,2,0.981518661856941
2022-11-12,SZ,6,0.915318319461173
2022-11-12,TG,5,1.37469817901126
2022-11-12,TI,7,1.66992233593561
2022-11-12,UR,6,0.128785413800718
2022-11-12,VD,1,2.98877569963962
2022-11-12,VS,1,1.56336073539311
2022-11-12,ZG,6,0.581777850784601
2022-11-12,ZH,4,5.37539927216121
2020-10-12,AG,3,2.48490748695014
2020-10-12,AI,5,0.0272453275471349
2020-10-12,AR,5,0.225173190649385
2020-10-12,BE,2,2.66113315084961
2020-10-12,BL,3,0.983039252981004
2020-10-12,BS,3,0.553259816270377
2020-10-12,FR,2,0.724182403939593
2020-10-12,GE,1,3.30341157482814
2020-10-12,GL,5,0.0593238087520549
2020-10-12,GR,5,0.376415420983837
2020-10-12,JU,2,0.249000223083993
2020-10-12,LU,6,1.85806288665988
2020-10-12,NE,2,0.570355991058736
2020-10-12,NW,6,0.0800838131970526
2020-10-12,OW,6,0.0553784171540818
2020-10-12,SG,5,2.39588887924199
2020-10-12,SH,5,0.329674572313775
2020-10-12,SO,2,0.863240716776503
2020-10-12,SZ,6,0.700910663344779
2020-10-12,TG,5,1.23102992573849
2020-10-12,TI,7,2.5741724124067
2020-10-12,UR,6,0.15760968119133
2020-10-12,VD,1,3.48698643615878
2020-10-12,VS,1,1.65797455453073
2020-10-12,ZG,6,0.188351232677592
2020-10-12,ZH,4,5.50554706981992
2021-10-12,AG,3,1.61228946524013
2021-10-12,AI,5,0.0202340827659824
2021-10-12,AR,5,0.195804596279003
2021-10-12,BE,2,2.74980949828415
2021-10-12,BL,3,0.627604308449078
2021-10-12,BS,3,0.505208275225286
2021-10-12,FR,2,0.765590806218628
2021-10-12,GE,1,3.37699910006303
2021-10-12,GL,5,0.0470012640956359
2021-10-12,GR,5,0.388999947474404
2021-10-12,JU,2,0.243135197777507
2021-10-12,LU,6,1.80522400940782
2021-10-12,NE,2,0.563082372841292
2021-10-12,NW,6,0.0818816586388684
2021-10-12,OW,6,0.0464925729109444
2021-10-12,SG,5,2.10166839861199
2021-10-12,SH,5,0.34465100469818
2021-10-12,SO,2,0.896710952000201
2021-10-12,SZ,6,0.717960629080179
2021-10-12,TG,5,1.15678607531072
2021-10-12,TI,7,2.46250001228652
2021-10-12,UR,6,0.161831935504913
2021-10-12,VD,1,3.51843639592304
2021-10-12,VS,1,1.61694796434182
2021-10-12,ZG,6,0.194138329157477
2021-10-12,ZH,4,5.13548735162865
2022-10-12,AG,3,1.62400972579951
2022-10-12,AI,5,0.0190534023026684
2022-10-12,AR,5,0.215938820498337
2022-10-12,BE,2,3.01493433123793
2022-10-12,BL,3,0.59766123373386
2022-10-12,BS,3,0.484028864884365
2022-10-12,FR,2,0.724781946821627
2022-10-12,GE,1,2.67305861093229
2022-10-12,GL,5,0.0559395830260317
2022-10-12,GR,5,0.357806878716434
2022-10-12,JU,2,0.263280778459009
2022-10-12,LU,6,1.93893930259582
2022-10-12,NE,2,0.353188323033407
2022-10-12,NW,6,0.0795011092071981
2022-10-12,OW,6,0.156824518893172
2022-10-12,SG,5,2.10565490843506
2022-10-12,SH,5,0.289211497609678
2022-10-12,SO,2,0.887276864755857
2022-10-12,SZ,6,0.728842861051998
2022-10-12,TG,5,1.19658812559622
2022-10-12,TI,7,2.20886635263804
2022-10-12,UR,6,0.109303207150677
2022-10-12,VD,1,3.42133394516208
2022-10-12,VS,1,1.66773915398437
2022-10-12,ZG,6,0.526096725173424
2022-10-12,ZH,4,5.54491130890874
2020-09-12,AG,3,2.55639015066254
2020-09-12,AI,5,0.0416958382525252
2020-09-12,AR,5,0.221143212988369
2020-09-12,BE,2,2.85641182544959
2020-09-12,BL,3,1.01159214008602
2020-09-12,BS,3,0.495040717165755
2020-09-12,FR,2,0.874988389485941
2020-09-12,GE,1,1.89393090180957
2020-09-12,GL,5,0.068504529409413
2020-09-12,GR,5,0.391051942707494
2020-09-12,JU,2,0.256333364827283
2020-09-12,LU,6,2.11969697810455
2020-09-12,NE,2,0.595870045528488
2020-09-12,NW,6,0.111680623765198
2020-09-12,OW,6,0.071379672348601
2020-09-12,SG,5,2.99260948462663
2020-09-12,SH,5,0.393798640143542
2020-09-12,SO,2,0.913421398676996
2020-09-12,SZ,6,0.881066054756467
2020-09-12,TG,5,1.65242751016494
2020-09-12,TI,7,1.82541736555085
2020-09-12,UR,6,0.184466931014039
2020-09-12,VD,1,3.27083066807283
2020-09-12,VS,1,1.70188764412099
2020-09-12,ZG,6,0.199248345530872
2020-09-12,ZH,4,5.42786181975315
2021-09-12,AG,3,0.700812371206705
2021-09-12,AI,5,0.0187420785984114
2021-09-12,AR,5,0.0904679272420604
2021-09-12,BE,2,1.21327311813368
2021-09-12,BL,3,0.259252758808711
2021-09-12,BS,3,0.169217943537605
2021-09-12,FR,2,0.394686793805498
2021-09-12,GE,1,0.904024122034162
2021-09-12,GL,5,0.0305007161678745
2021-09-12,GR,5,0.175192617444332
2021-09-12,JU,2,0.110061348900918
2021-09-12,LU,6,0.848847771586239
2021-09-12,NE,2,0.228767706726586
2021-09-12,NW,6,0.0480260869057497
2021-09-12,OW,6,0.0295138787657015
2021-09-12,SG,5,1.09887555869535
2021-09-12,SH,5,0.145253850352695
2021-09-12,SO,2,0.357459919217099
2021-09-12,SZ,6,0.399088401900904
2021-09-12,TG,5,0.5735381500786
2021-09-12,TI,7,0.800936815710743
2021-09-12,UR,6,0.0827486657850632
2021-09-12,VD,1,1.28082762074242
2021-09-12,VS,1,0.743025515891084
2021-09-12,ZG,6,0.110586095773502
2021-09-12,ZH,4,2.27332680670926
2022-09-12,AG,3,1.54406845578277
2022-09-12,AI,5,0.0187628335120286
2022-09-12,AR,5,0.21019049263068
2022-09-12,BE,2,2.94589369849377
2022-09-12,BL,3,0.602692538076367
2022-09-12,BS,3,0.558380405901653
2022-09-12,FR,2,0.610108699474126
2022-09-12,GE,1,3.30611911204981
2022-09-12,GL,5,0.049231438304118
2022-09-12,GR,5,0.329915799234306
2022-09-12,JU,2,0.26201316231979
2022-09-12,LU,6,1.7702120365443
2022-09-12,NE,2,0.328603540450702
2022-09-12,NW,6,0.074405582113121
2022-09-12,OW,6,0.133884073711945
2022-09-12,SG,5,1.94397021533618
2022-09-12,SH,5,0.305527209325604
2022-09-12,SO,2,0.83215377219948
2022-09-12,SZ,6,0.665813712816069
2022-09-12,TG,5,1.08096015222233
2022-09-12,TI,7,2.34543133462588
2022-09-12,UR,6,0.102875057961523
2022-09-12,VD,1,3.21678448141168
2022-09-12,VS,1,1.51527355855294
2022-09-12,ZG,6,0.50005596582037
2022-09-12,ZH,4,5.67191649936411
2020-04-13,AG,3,0.619556101191357
2020-04-13,AI,5,0.008809481825112
2020-04-13,AR,5,0.0567035988084283
2020-04-13,BE,2,0.669949814658034
2020-04-13,BL,3,0.26559397232196
2020-04-13,BS,3,0.0916204123510267
2020-04-13,FR,2,0.274285190299669
2020-04-13,GE,1,0.575755793018483
2020-04-13,GL,5,0.0126252531135141
2020-04-13,GR,5,0.0819693775190616
2020-04-13,JU,2,0.0598458144096329
2020-04-13,LU,6,0.446512596311757
2020-04-13,NE,2,0.145846735998286
2020-04-13,NW,6,0.0319038266488211
2020-04-13,OW,6,0.0148381968276725
2020-04-13,SG,5,0.63843210772292
2020-04-13,SH,5,0.0749048748463632
2020-04-13,SO,2,0.266083866603753
2020-04-13,SZ,6,0.197758690976163
2020-04-13,TG,5,0.320253016338029
2020-04-13,TI,7,0.291712660501614
2020-04-13,UR,6,0.0362737149705862
2020-04-13,VD,1,0.7840423160264
2020-04-13,VS,1,0.544880313599069
2020-04-13,ZG,6,0.0577746306715009
2020-04-13,ZH,4,1.42827835912139
2021-04-13,AG,3,1.44383005505491
2021-04-13,AI,5,0.0203358993233495
2021-04-13,AR,5,0.197858157920668
2021-04-13,BE,2,2.42210468475328
2021-04-13,BL,3,0.764330630520139
2021-04-13,BS,3,0.469198108497423
2021-04-13,FR,2,0.693736903673983
2021-04-13,GE,1,2.96547184766902
2021-04-13,GL,5,0.0459509871461805
2021-04-13,GR,5,0.295909852277999
2021-04-13,JU,2,0.194650153159319
2021-04-13,LU,6,1.53181052548007
2021-04-13,NE,2,0.548053465769628
2021-04-13,NW,6,0.0740484409580488
2021-04-13,OW,6,0.0462493879796947
2021-04-13,SG,5,1.93723074244277
2021-04-13,SH,5,0.283283424358054
2021-04-13,SO,2,0.748450380388029
2021-04-13,SZ,6,0.608501172674157
2021-04-13,TG,5,1.10283974719622
2021-04-13,TI,7,2.31830975335616
2021-04-13,UR,6,0.146086396510242
2021-04-13,VD,1,3.05500306258331
2021-04-13,VS,1,1.39563714563594
2021-04-13,ZG,6,0.19604112397381
2021-04-13,ZH,4,4.62438624734468
2022-04-13,AG,3,2.05576792814235
2022-04-13,AI,5,0.0223452099227738
2022-04-13,AR,5,0.256316917537247
2022-04-13,BE,2,3.05620841398167
2022-04-13,BL,3,0.710706982572064
2022-04-13,BS,3,0.635764513919904
2022-04-13,FR,2,0.881868839151092
2022-04-13,GE,1,3.42997934568897
2022-04-13,GL,5,0.0638534707484575
2022-04-13,GR,5,0.406314244656815
2022-04-13,JU,2,0.299007816836963
2022-04-13,LU,6,2.2310780262298
2022-04-13,NE,2,0.430470614494291
2022-04-13,NW,6,0.099885175594225
2022-04-13,OW,6,0.0643484558581188
2022-04-13,SG,5,2.54774944936137
2022-04-13,SH,5,0.417331970970361
2022-04-13,SO,2,1.06297895658917
2022-04-13,SZ,6,0.895695136039393
2022-04-13,TG,5,1.42766001933645
2022-04-13,TI,7,2.5802453784515
2022-04-13,UR,6,0.159154551648303
2022-04-13,VD,1,4.14477739585647
2022-04-13,VS,1,1.744192423707
2022-04-13,ZG,6,0.286814892490115
2022-04-13,ZH,4,6.61880382564123
2020-08-13,AG,3,2.47461931543035
2020-08-13,AI,5,0.0277563683446888
2020-08-13,AR,5,0.219908491429221
2020-08-13,BE,2,3.03853932525705
2020-08-13,BL,3,1.02192456264805
2020-08-13,BS,3,0.571018973488053
2020-08-13,FR,2,0.787044729662296
2020-08-13,GE,1,2.79207315964507
2020-08-13,GL,5,0.0519186122143207
2020-08-13,GR,5,0.401385540075962
2020-08-13,JU,2,0.271975520856012
2020-08-13,LU,6,2.02140875605241
2020-08-13,NE,2,0.607803729256193
2020-08-13,NW,6,0.104788034433592
2020-08-13,OW,6,0.0645094043391875
2020-08-13,SG,5,2.6102984933691
2020-08-13,SH,5,0.371386857856336
2020-08-13,SO,2,0.962348953717588
2020-08-13,SZ,6,0.78269363824343
2020-08-13,TG,5,1.40911804943348
2020-08-13,TI,7,2.28269706280418
2020-08-13,UR,6,0.202164606695151
2020-08-13,VD,1,3.34728902862332
2020-08-13,VS,1,1.79650537928005
2020-08-13,ZG,6,0.24012847651803
2020-08-13,ZH,4,5.86873534519535
2021-08-13,AG,3,2.04040185162495
2021-08-13,AI,5,0.0348525907910284
2021-08-13,AR,5,0.2706855833946
2021-08-13,BE,2,3.27895327973785
2021-08-13,BL,3,0.737221972121162
2021-08-13,BS,3,0.540571906813868
2021-08-13,FR,2,0.890698292685533
2021-08-13,GE,1,2.82597533203329
2021-08-13,GL,5,0.0600447482986424
2021-08-13,GR,5,0.508697450325826
2021-08-13,JU,2,0.288076242995036
2021-08-13,LU,6,2.13995847302059
2021-08-13,NE,2,0.660839190784402
2021-08-13,NW,6,0.110847294403363
2021-08-13,OW,6,0.0700192465013197
2021-08-13,SG,5,2.7583362433615
2021-08-13,SH,5,0.390986936751637
2021-08-13,SO,2,1.03997193904351
2021-08-13,SZ,6,0.906273484747686
2021-08-13,TG,5,1.49401817739614
2021-08-13,TI,7,2.20490255573931
2021-08-13,UR,6,0.18775403940842
2021-08-13,VD,1,3.6815747161794
2021-08-13,VS,1,1.87971691879899
2021-08-13,ZG,6,0.269134447303327
2021-08-13,ZH,4,5.63894477366937
2022-08-13,AG,3,1.73681738053434
2022-08-13,AI,5,0.0313195562503918
2022-08-13,AR,5,0.229478073015293
2022-08-13,BE,2,2.98114611507354
2022-08-13,BL,3,0.569926011904932
2022-08-13,BS,3,0.425281886090009
2022-08-13,FR,2,0.673975093093326
2022-08-13,GE,1,1.58085477795949
2022-08-13,GL,5,0.0729445145149038
2022-08-13,GR,5,0.428057953686836
2022-08-13,JU,2,0.328283601499283
2022-08-13,LU,6,1.82888970175921
2022-08-13,NE,2,0.371268202406789
2022-08-13,NW,6,0.119074463840764
2022-08-13,OW,6,0.220051426211679
2022-08-13,SG,5,2.57138733796056
2022-08-13,SH,5,0.380628276845971
2022-08-13,SO,2,1.07039942561051
2022-08-13,SZ,6,0.86465126769818
2022-08-13,TG,5,1.54794453380131
2022-08-13,TI,7,1.34315971716253
2022-08-13,UR,6,0.122385068363768
2022-08-13,VD,1,2.56451080431685
2022-08-13,VS,1,1.43324504911018
2022-08-13,ZG,6,0.457044344364947
2022-08-13,ZH,4,4.83919412085195
